Class,Name,Party Code,State,Term End,Term Start,Session
8,Saxby Chambliss,R,Georgia,,,105
9,Nathan Deal,D,Georgia,,,105
1,Charlie Norwood,R,Georgia,,,105
1,Cynthia A. McKinney,D,Georgia,,,105
1,Neil Abercrombie,D,Hawaii,,,105
2,Patsy T. Mink,D,Hawaii,,,105
1,Helen Chenoweth,R,Idaho,,,105
2,Michael D. Crapo,R,Idaho,,,105
1,Bobby Rush,D,Illinois,,,105
2,Mel Reynolds,D,Illinois,1995-10-01 00:00:00,,105
2,"Jesse L. Jackson, Jr.",D,Illinois,,1995-12-15 00:00:00,105
3,William O. Lipinski,D,Illinois,,,105
4,Luis V. Gutierrez,D,Illinois,,,105
5,Michael Patrick Flanagan,R,Illinois,,,105
6,Henry J. Hyde,R,Illinois,,,105
7,Cardiss Collins,D,Illinois,,,105
8,Philip M. Crane,R,Illinois,,,105
9,Sidney R. Yates,D,Illinois,,,105
1,John Edward Porter,R,Illinois,,,105
1,Jerry Weller,R,Illinois,,,105
1,Jerry F. Costello,D,Illinois,,,105
1,Harris W. Fawell,R,Illinois,,,105
1,J. Dennis Hastert,R,Illinois,,,105
1,Thomas W. Ewing,R,Illinois,,,105
1,Donald A. Manzullo,R,Illinois,,,105
1,Lane Evans,D,Illinois,,,105
1,Ray LaHood,R,Illinois,,,105
1,Glenn Poshard,D,Illinois,,,105
2,Richard J. Durbin,D,Illinois,,,105
1,Peter J. Visclosky,D,Indiana,,,105
2,David M. McIntosh,R,Indiana,,,105
3,Tim Roemer,D,Indiana,,,105
4,Mark E. Souder,R,Indiana,,,105
5,Steve Buyer,R,Indiana,,,105
6,Dan Burton,R,Indiana,,,105
7,John T. Myers,R,Indiana,,,105
8,John N. Hostettler,R,Indiana,,,105
9,Lee H. Hamilton,D,Indiana,,,105
1,"Andrew Jacobs, Jr.",D,Indiana,,,105
1,James A. Leach,R,Iowa,,,105
2,Jim Nussle,R,Iowa,,,105
3,Jim Ross Lightfoot,R,Iowa,,,105
4,Greg Ganske,R,Iowa,,,105
5,Tom Latham,R,Iowa,,,105
1,Pat Roberts,R,Kansas,,,105
2,Sam Brownback,R,Kansas,1996-11-07 00:00:00,,105
2,Jim Ryun,R,Kansas,,1996-11-27 00:00:00,105
3,Jan Meyers,R,Kansas,,,105
4,Todd Tiahrt,R,Kansas,,,105
1,Ed Whitfield,R,Kentucky,,,105
2,Ron Lewis,R,Kentucky,,,105
3,Mike Ward,D,Kentucky,,,105
4,Jim Bunning,R,Kentucky,,,105
5,Hal Rogers,R,Kentucky,,,105
6,Scotty Baesler,D,Kentucky,,,105
1,Bob Livingston,R,Louisiana,,,105
2,William J. Jefferson,D,Louisiana,,,105
3,W.J. Billy Tauzin,D then R,Louisiana,,,105
4,Cleo Fields,D,Louisiana,,,105
5,Jim McCrery,R,Louisiana,,,105
6,Richard H. Baker,R,Louisiana,,,105
7,Jimmy Hayes,D then R,Louisiana,,,105
1,"James B. Longley, Jr.",R,Maine,,,105
2,John Baldacci,D,Maine,,,105
1,Wayne T. Gilchrest,R,Maryland,,,105
2,"Robert L. Ehrlich, Jr.",R,Maryland,,,105
3,Benjamin L. Cardin,D,Maryland,,,105
4,Albert Russell Wynn,D,Maryland,,,105
5,Steny H. Hoyer,D,Maryland,,,105
6,Roscoe G. Bartlett,R,Maryland,,,105
7,Kweisi Mfume,D,Maryland,1996-02-15 00:00:00,,105
7,Elijah Cummings,D,Maryland,,1996-04-16 00:00:00,105
8,Constance A. Morella,R,Maryland,,,105
1,John W. Olver,D,Massachusetts,,,105
2,Richard E. Neal,D,Massachusetts,,,105
3,Peter I. Blute,R,Massachusetts,,,105
4,Barney Frank,D,Massachusetts,,,105
5,Martin T. Meehan,D,Massachusetts,,,105
6,Peter G. Torkildsen,R,Massachusetts,,,105
7,Edward J. Markey,D,Massachusetts,,,105
8,Joseph P. Kennedy II,D,Massachusetts,,,105
9,John Joseph Moakley,D,Massachusetts,,,105
1,Gerry E. Studds,D,Massachusetts,,,105
1,Bart Stupak,D,Michigan,,,105
2,Peter Hoekstra,R,Michigan,,,105
3,Vernon J. Ehlers,R,Michigan,,,105
4,Dave Camp,R,Michigan,,,105
5,James A. Barcia,D,Michigan,,,105
6,Fred Upton,R,Michigan,,,105
7,Nick Smith,R,Michigan,,,105
8,Dick Chrysler,R,Michigan,,,105
9,Dale E. Kildee,D,Michigan,,,105
1,David E. Bonior,D,Michigan,,,105
1,Joe Knollenberg,R,Michigan,,,105
1,Sander M. Levin,D,Michigan,,,105
1,Lynn N. Rivers,D,Michigan,,,105
1,"John Conyers, Jr.",D,Michigan,,,105
1,Barbara-Rose Collins,D,Michigan,,,105
1,John D. Dingell,D,Michigan,,,105
1,Gil Gutknecht,R,Minnesota,,,105
2,David Minge,DFL,Minnesota,,,105
3,Jim Ramstad,R,Minnesota,,,105
4,Bruce F. Vento,DFL,Minnesota,,,105
5,Martin Olav Sabo,DFL,Minnesota,,,105
6,Bill Luther,DFL,Minnesota,,,105
7,Collin C. Peterson,DFL,Minnesota,,,105
8,James L. Oberstar,DFL,Minnesota,,,105
1,Roger F. Wicker,R,Mississippi,,,105
2,Bennie G. Thompson,D,Mississippi,,,105
3,"G.V. ""Sonny"" Montgomery",D,Mississippi,,,105
4,Mike Parker,D then R,Mississippi,,,105
5,Gene Taylor,D,Mississippi,,,105
1,William L. Clay,D,Missouri,,,105
2,James M. Talent,R,Missouri,,,105
3,"Richard A. ""Dick"" Gephardt",D,Missouri,,,105
4,Ike Skelton,D,Missouri,,,105
5,Karen McCarthy,D,Missouri,,,105
6,Pat Danner,D,Missouri,,,105
7,Mel Hancock,R,Missouri,,,105
8,Bill Emerson,R,Missouri,,,105
9,Harold L. Volkmer,D,Missouri,,,105
A,John Patrick Williams,D,Montana,,,105
1,Doug Bereuter,R,Nebraska,,,105
2,Jon L. Christensen,R,Nebraska,,,105
3,Bill Barrett,R,Nebraska,,,105
1,John Ensign,R,Nevada,,,105
2,Barbara F. Vucanovich,R,Nevada,,,105
1,Bill Zeliff,R,New Hampshire,,,105
2,Charles F. Bass,R,New Hampshire,,,105
1,Rob Andrews,D,New Jersey,,,105
2,Frank LoBiondo,R,New Jersey,,,105
3,Jim Saxton,R,New Jersey,,,105
4,Chris Smith,R,New Jersey,,,105
5,Marge Roukema,R,New Jersey,,,105
6,Frank Pallone,D,New Jersey,,,105
7,Bob Franks,R,New Jersey,,,105
8,Bill Martini,R,New Jersey,,,105
9,Robert Torricelli,D,New Jersey,,,105
1,Don Payne,D,New Jersey,,,105
1,Rodney Frelinghuysen,R,New Jersey,,,105
1,Dick Zimmer,R,New Jersey,,,105
1,Bob Menendez,D,New Jersey,,,105
1,Steven H. Schiff,R,New Mexico,,,105
2,Joe Skeen,R,New Mexico,,,105
3,Bill Richardson,D,New Mexico,,,105
1,Michael Forbes,R,New York,,,105
2,Rick A. Lazio,R,New York,,,105
3,Peter T. King,R,New York,,,105
4,Dan Frisa,R,New York,,,105
5,Gary L. Ackerman,D,New York,,,105
6,Floyd H. Flake,D,New York,,,105
7,Thomas J. Manton,D,New York,,,105
8,Jerrold Nadler,D,New York,,,105
9,Charles E. Schumer,D,New York,,,105
1,Edolphus Towns,D,New York,,,105
1,Major R. Owens,D,New York,,,105
1,Nydia M. Velázquez,D,New York,,,105
1,Susan Molinari,R,New York,,,105
1,Carolyn B. Maloney,D,New York,,,105
1,Charles B. Rangel,D,New York,,,105
1,José E. Serrano,D,New York,,,105
1,Eliot L. Engel,D,New York,,,105
1,Nita M. Lowey,D,New York,,,105
1,Sue W. Kelly,R,New York,,,105
2,Benjamin A. Gilman,R,New York,,,105
2,Michael R. McNulty,D,New York,,,105
2,Gerald B.H. Solomon,R,New York,,,105
2,Sherwood Boehlert,R,New York,,,105
2,John M. McHugh,R,New York,,,105
2,James T. Walsh,R,New York,,,105
2,Maurice D. Hinchey,D,New York,,,105
2,Bill Paxon,R,New York,,,105
2,Louise McIntosh Slaughter,D,New York,,,105
2,John J. LaFalce,D,New York,,,105
3,Jack Quinn,R,New York,,,105
3,Amo Houghton,R,New York,,,105
1,Eva M. Clayton,D,North Carolina,,,105
2,David Funderburk,R,North Carolina,,,105
3,Walter B. Jones,R,North Carolina,,,105
4,Fred Heineman,R,North Carolina,,,105
5,Richard Burr,R,North Carolina,,,105
6,Howard Coble,R,North Carolina,,,105
7,Charlie Rose,D,North Carolina,,,105
8,Bill Hefner,D,North Carolina,,,105
9,Sue Wilkins Myrick,R,North Carolina,,,105
1,Cass Ballenger,R,North Carolina,,,105
1,Charles H. Taylor,R,North Carolina,,,105
1,Melvin L. Watt,D,North Carolina,,,105
A,Earl Pomeroy,D,North Dakota,,,105
1,Steve Chabot,R,Ohio,,,105
2,Rob Portman,R,Ohio,,,105
3,Tony P. Hall,D,Ohio,,,105
4,Mike Oxley,R,Ohio,,,105
5,Paul Gillmor,R,Ohio,,,105
6,Frank Cremeans,R,Ohio,,,105
7,Dave Hobson,R,Ohio,,,105
8,John Boehner,R,Ohio,,,105
9,Marcy Kaptur,D,Ohio,,,105
1,Martin Hoke,R,Ohio,,,105
1,Louis Stokes,D,Ohio,,,105
1,John R. Kasich,R,Ohio,,,105
1,Sherrod Brown,D,Ohio,,,105
1,Thomas C. Sawyer,D,Ohio,,,105
1,Deborah Pryce,R,Ohio,,,105
1,Ralph Regula,R,Ohio,,,105
1,Jim Traficant,D,Ohio,,,105
1,Bob Ney,R,Ohio,,,105
1,Steve LaTourette,R,Ohio,,,105
1,Steve Largent,R,Oklahoma,,,105
2,Thomas A. Coburn,R,Oklahoma,,,105
3,William K. Brewster,D,Oklahoma,,,105
4,"J. C. Watts, Jr.",R,Oklahoma,,,105
5,"Ernest J. Istook, Jr.",R,Oklahoma,,,105
6,Frank D. Lucas,R,Oklahoma,,,105
1,Elizabeth Furse,D,Oregon,,,105
2,Wes Cooley,R,Oregon,,,105
3,Ron Wyden,D,Oregon,1996-02-06 00:00:00,,105
3,Earl Blumenauer,D,Oregon,,1996-05-21 00:00:00,105
4,Peter A. DeFazio,D,Oregon,,,105
5,Jim Bunn,R,Oregon,,,105
1,Thomas M. Foglietta,D,Pennsylvania,,,105
2,Chaka Fattah,D,Pennsylvania,,,105
3,"Robert A. Borski, Jr.",D,Pennsylvania,,,105
4,Ron Klink,D,Pennsylvania,,,105
5,William F. Clinger,R,Pennsylvania,,,105
6,Tim Holden,D,Pennsylvania,,,105
7,Curt Weldon,R,Pennsylvania,,,105
8,James C. Greenwood,R,Pennsylvania,,,105
9,Bud Shuster,R,Pennsylvania,,,105
1,Joseph M. McDade,R,Pennsylvania,,,105
1,Paul E. Kanjorski,D,Pennsylvania,,,105
1,John P. Murtha,D,Pennsylvania,,,105
1,Jon D. Fox,R,Pennsylvania,,,105
1,William J. Coyne,D,Pennsylvania,,,105
1,Paul McHale,D,Pennsylvania,,,105
1,Robert Smith Walker,R,Pennsylvania,,,105
1,George Gekas,R,Pennsylvania,,,105
1,Michael F. Doyle,D,Pennsylvania,,,105
1,William F. Goodling,R,Pennsylvania,,,105
2,Frank Mascara,D,Pennsylvania,,,105
2,Phil English,R,Pennsylvania,,,105
1,Patrick J. Kennedy,D,Rhode Island,,,105
2,Jack Reed,D,Rhode Island,,,105
1,Mark Sanford,R,South Carolina,,,105
2,Floyd Spence,R,South Carolina,,,105
3,Lindsey O. Graham,R,South Carolina,,,105
4,Bob Inglis,R,South Carolina,,,105
5,"John M. Spratt, Jr.",D,South Carolina,,,105
6,James E. Clyburn,D,South Carolina,,,105
A,Tim Johnson,D,South Dakota,,,105
1,James H. Quillen,R,Tennessee,,,105
2,"John J. Duncan, Jr.",R,Tennessee,,,105
3,Zach Wamp,R,Tennessee,,,105
4,Van Hilleary,R,Tennessee,,,105
5,Bob Clement,D,Tennessee,,,105
6,Bart Gordon,D,Tennessee,,,105
7,Ed Bryant,R,Tennessee,,,105
8,John S. Tanner,D,Tennessee,,,105
9,"Harold E. Ford, Sr.",D,Tennessee,,,105
1,Jim Chapman,D,Texas,,,105
2,Charles Wilson,D,Texas,,,105
3,Sam Johnson,R,Texas,,,105
4,Ralph M. Hall,D,Texas,,,105
5,John Wiley Bryant,D,Texas,,,105
6,Joe Barton,R,Texas,,,105
7,"William Reynolds Archer, Jr.",R,Texas,,,105
8,Jack Fields,R,Texas,,,105
9,Steve Stockman,R,Texas,,,105
1,Lloyd Doggett,D,Texas,,,105
1,Chet Edwards,D,Texas,,,105
1,Pete Geren,D,Texas,,,105
1,Mac Thornberry,R,Texas,,,105
1,Greg Laughlin,D then R,Texas,,,105
1,Kika de la Garza,D,Texas,,,105
1,Ronald D. Coleman,D,Texas,,,105
1,Charles W. Stenholm,D,Texas,,,105
1,Sheila Jackson-Lee,D,Texas,,,105
1,Larry Combest,R,Texas,,,105
2,Henry B. Gonzalez,D,Texas,,,105
2,Lamar S. Smith,R,Texas,,,105
2,Tom DeLay,R,Texas,,,105
2,Henry Bonilla,R,Texas,,,105
2,Martin Frost,D,Texas,,,105
2,Ken Bentsen,D,Texas,,,105
2,Richard K. Armey,R,Texas,,,105
2,Solomon P. Ortiz,D,Texas,,,105
2,Frank Tejeda,D,Texas,,,105
2,Gene Green,D,Texas,,,105
3,Eddie Bernice Johnson,D,Texas,,,105
1,James V. Hansen,R,Utah,,,105
2,Enid Greene Waldholtz,R,Utah,,,105
3,Bill Orton,D,Utah,,,105
A,Bernard Sanders,I,Vermont,,,105
1,Herbert H. Bateman,R,Virginia,,,105
2,Owen B. Pickett,D,Virginia,,,105
3,Robert C. Scott,D,Virginia,,,105
4,Norman Sisisky,D,Virginia,,,105
5,"Lewis F. Payne, Jr.",D,Virginia,,,105
6,Bob Goodlatte,R,Virginia,,,105
7,"Thomas J. Bliley, Jr.",R,Virginia,,,105
8,James P. Moran,D,Virginia,,,105
9,Rick Boucher,D,Virginia,,,105
1,Frank R. Wolf,R,Virginia,,,105
1,Thomas M. Davis,R,Virginia,,,105
1,Rick White,R,Washington,,,105
2,Jack Metcalf,R,Washington,,,105
3,Linda Smith,R,Washington,,,105
4,Doc Hastings,R,Washington,,,105
5,"George R. Nethercutt, Jr.",R,Washington,,,105
6,Norman D. Dicks,D,Washington,,,105
7,Jim McDermott,D,Washington,,,105
8,Jennifer Dunn,R,Washington,,,105
9,Randy Tate,R,Washington,,,105
1,Alan B. Mollohan,D,West Virginia,,,105
2,"Robert E. Wise, Jr.",D,West Virginia,,,105
3,Nick J. Rahall II,D,West Virginia,,,105
1,Mark Neumann,R,Wisconsin,,,105
2,Scott L. Klug,R,Wisconsin,,,105
3,Steve Gunderson,R,Wisconsin,,,105
4,Gerald D. Kleczka,D,Wisconsin,,,105
5,Thomas M. Barrett,D,Wisconsin,,,105
6,Thomas E. Petri,R,Wisconsin,,,105
7,David R. Obey,D,Wisconsin,,,105
8,Toby Roth,R,Wisconsin,,,105
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,105
A,Barbara Cubin,R,Wyoming,,,105
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,105
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,105
G,Robert A. Underwood,D,Non-voting members,,,105
V,Islands: Victor O. Frazer,D,Non-voting members,,,105
P,Rico: Carlos Romero Barceló,D,Non-voting members,,,105
1,Sonny Callahan,R,Alabama,,,106
2,Terry Everett,R,Alabama,,,106
3,Bob Riley,R,Alabama,,,106
4,Robert Aderholt,R,Alabama,,,106
5,Robert E. Cramer,D,Alabama,,,106
6,Spencer Bachus,R,Alabama,,,106
7,Earl Hilliard,D,Alabama,,,106
A,Don Young,R,Alaska,,,106
1,Matt Salmon,R,Arizona,,,106
2,Ed Pastor,D,Arizona,,,106
3,Bob Stump,R,Arizona,,,106
4,John Shadegg,R,Arizona,,,106
5,Jim Kolbe,R,Arizona,,,106
6,J.D. Hayworth,R,Arizona,,,106
1,Marion Berry,D,Arkansas,,,106
2,Vic Snyder,D,Arkansas,,,106
3,Asa Hutchinson,R,Arkansas,,,106
4,Jay Dickey,R,Arkansas,,,106
1,Frank Riggs,R,California,,,106
2,Wally Herger,R,California,,,106
3,Vic Fazio,D,California,,,106
4,John Doolittle,R,California,,,106
5,Robert Matsui,D,California,,,106
6,Lynn Woolsey,D,California,,,106
7,George Miller,D,California,,,106
8,Nancy Pelosi,D,California,,,106
9,Ron Dellums,D,California,1998-02-06 00:00:00,,106
9,Barbara Lee,D,California,,1998-04-21 00:00:00,106
1,Ellen Tauscher,D,California,,,106
1,Richard Pombo,R,California,,,106
1,Tom Lantos,D,California,,,106
1,Pete Stark,D,California,,,106
1,Anna Eshoo,D,California,,,106
1,Tom Campbell,R,California,,,106
1,Zoe Lofgren,D,California,,,106
1,Sam Farr,D,California,,,106
1,Gary Condit,D,California,,,106
1,George Radanovich,R,California,,,106
2,Cal Dooley,D,California,,,106
2,Bill Thomas,R,California,,,106
2,Walter Capps,D,California,1997-10-28 00:00:00,,106
2,Lois Capps,D,California,,1998-03-17 00:00:00,106
2,Elton Gallegly,R,California,,,106
2,Brad Sherman,D,California,,,106
2,Howard McKeon,R,California,,,106
2,Howard Berman,D,California,,,106
2,James E. Rogan,R,California,,,106
2,David Dreier,R,California,,,106
2,Henry Waxman,D,California,,,106
3,Xavier Becerra,D,California,,,106
3,Matthew G. Martinez,D,California,,,106
3,Julian C. Dixon,D,California,,,106
3,Lucille Roybal-Allard,D,California,,,106
3,Esteban Edward Torres,D,California,,,106
3,Maxine Waters,D,California,,,106
3,Jane Harman,D,California,,,106
3,Juanita Millender-McDonald,D,California,,,106
3,Steve Horn,R,California,,,106
3,Ed Royce,R,California,,,106
4,Jerry Lewis,R,California,,,106
4,Jay Kim,R,California,,,106
4,"George Brown, Jr.",D,California,,,106
4,Ken Calvert,R,California,,,106
4,Sonny Bono,R,California,1998-01-05 00:00:00,,106
4,Mary Bono,R,California,,1998-04-21 00:00:00,106
4,Dana Rohrabacher,R,California,,,106
4,Loretta Sanchez,D,California,,,106
4,Chris Cox,R,California,,,106
4,Ron Packard,R,California,,,106
4,Brian Bilbray,R,California,,,106
5,Bob Filner,D,California,,,106
5,"Randy ""Duke"" Cunningham",R,California,,,106
5,Duncan Hunter,R,California,,,106
1,Diana DeGette,D,Colorado,,,106
2,David Skaggs,D,Colorado,,,106
3,Scott McInnis,R,Colorado,,,106
4,Bob Schaffer,R,Colorado,,,106
5,Joel Hefley,R,Colorado,,,106
6,Dan Schaefer,R,Colorado,,,106
1,Barbara Kennelly,D,Connecticut,,,106
2,Sam Gejdenson,D,Connecticut,,,106
3,Rosa DeLauro,D,Connecticut,,,106
4,Christopher Shays,R,Connecticut,,,106
5,James H. Maloney,D,Connecticut,,,106
6,Nancy Johnson,R,Connecticut,,,106
A,Mike Castle,R,Delaware,,,106
1,Joe Scarborough,R,Florida,,,106
2,Allen Boyd,D,Florida,,,106
3,Corrine Brown,D,Florida,,,106
4,Tillie Fowler,R,Florida,,,106
5,Karen Thurman,D,Florida,,,106
6,Cliff Stearns,R,Florida,,,106
7,John Mica,R,Florida,,,106
8,Bill McCollum,R,Florida,,,106
9,Michael Bilirakis,R,Florida,,,106
1,Bill Young,R,Florida,,,106
1,Jim Davis,D,Florida,,,106
1,Charles Canady,R,Florida,,,106
1,Dan Miller,R,Florida,,,106
1,Porter Goss,R,Florida,,,106
1,Dave Weldon,R,Florida,,,106
1,Mark Foley,R,Florida,,,106
1,Carrie P. Meek,D,Florida,,,106
1,Ileana Ros-Lehtinen,R,Florida,,,106
1,Robert Wexler,D,Florida,,,106
2,Peter Deutsch,D,Florida,,,106
2,Lincoln Diaz-Balart,R,Florida,,,106
2,Clay Shaw,R,Florida,,,106
2,Alcee Hastings,D,Florida,,,106
1,Jack Kingston,R,Georgia,,,106
2,Sanford Bishop,D,Georgia,,,106
3,Mac Collins,R,Georgia,,,106
4,Cynthia McKinney,D,Georgia,,,106
5,John Lewis,D,Georgia,,,106
6,Newt Gingrich,R,Georgia,,,106
7,Bob Barr,R,Georgia,,,106
8,Saxby Chambliss,R,Georgia,,,106
9,Nathan Deal,R,Georgia,,,106
1,Charlie Norwood,R,Georgia,,,106
1,John Linder,R,Georgia,,,106
1,Neil Abercrombie,D,Hawaii,,,106
2,Patsy Mink,D,Hawaii,,,106
1,Helen Chenoweth,R,Idaho,,,106
2,Mike Crapo,R,Idaho,,,106
1,Bobby Rush,D,Illinois,,,106
2,"Jesse Jackson, Jr.",D,Illinois,,,106
3,William Lipinski,D,Illinois,,,106
4,Luis Gutierrez,D,Illinois,,,106
5,Rod Blagojevich,D,Illinois,,,106
6,Henry Hyde,R,Illinois,,,106
7,Danny K. Davis,D,Illinois,,,106
8,Philip Crane,R,Illinois,,,106
9,Sidney Yates,D,Illinois,,,106
1,John Edward Porter,R,Illinois,,,106
1,Jerry Weller,R,Illinois,,,106
1,Jerry Costello,D,Illinois,,,106
1,Harris Fawell,R,Illinois,,,106
1,Dennis Hastert,R,Illinois,,,106
1,Thomas W. Ewing,R,Illinois,,,106
1,Donald Manzullo,R,Illinois,,,106
1,Lane Evans,D,Illinois,,,106
1,Ray LaHood,R,Illinois,,,106
1,Glenn Poshard,D,Illinois,,,106
2,John Shimkus,R,Illinois,,,106
1,Pete Visclosky,D,Indiana,,,106
2,David M. McIntosh,R,Indiana,,,106
3,Tim Roemer,D,Indiana,,,106
4,Mark Souder,R,Indiana,,,106
5,Steve Buyer,R,Indiana,,,106
6,Dan Burton,R,Indiana,,,106
7,Edward A. Pease,R,Indiana,,,106
8,John Hostettler,R,Indiana,,,106
9,Lee H. Hamilton,D,Indiana,,,106
1,Julia Carson,D,Indiana,,,106
1,Jim Leach,R,Iowa,,,106
2,Jim Nussle,R,Iowa,,,106
3,Leonard Boswell,D,Iowa,,,106
4,Greg Ganske,R,Iowa,,,106
5,Tom Latham,R,Iowa,,,106
1,Jerry Moran,R,Kansas,,,106
2,Jim Ryun,R,Kansas,,,106
3,Vincent Snowbarger,R,Kansas,,,106
4,Todd Tiahrt,R,Kansas,,,106
1,Ed Whitfield,R,Kentucky,,,106
2,Ron Lewis,R,Kentucky,,,106
3,Anne Northup,R,Kentucky,,,106
4,Jim Bunning,R,Kentucky,,,106
5,Hal Rogers,R,Kentucky,,,106
6,Scotty Baesler,D,Kentucky,,,106
1,Bob Livingston,R,Louisiana,,,106
2,William J. Jefferson,D,Louisiana,,,106
3,W.J. Billy Tauzin,R,Louisiana,,,106
4,Jim McCrery,R,Louisiana,,,106
5,John Cooksey,R,Louisiana,,,106
6,Richard H. Baker,R,Louisiana,,,106
7,Christopher John,D,Louisiana,,,106
1,Tom Allen,D,Maine,,,106
2,John Baldacci,D,Maine,,,106
1,Wayne Gilchrest,R,Maryland,,,106
2,Robert Ehrlich,R,Maryland,,,106
3,Ben Cardin,D,Maryland,,,106
4,Albert Wynn,D,Maryland,,,106
5,Steny Hoyer,D,Maryland,,,106
6,Roscoe Bartlett,R,Maryland,,,106
7,Elijah Cummings,D,Maryland,,,106
8,Connie Morella,R,Maryland,,,106
1,John Olver,D,Massachusetts,,,106
2,Richard Neal,D,Massachusetts,,,106
3,Jim McGovern,D,Massachusetts,,,106
4,Barney Frank,D,Massachusetts,,,106
5,Marty Meehan,D,Massachusetts,,,106
6,John Tierney,D,Massachusetts,,,106
7,Ed Markey,D,Massachusetts,,,106
8,Joseph P. Kennedy II,D,Massachusetts,,,106
9,Joe Moakley,D,Massachusetts,,,106
1,Bill Delahunt,D,Massachusetts,,,106
1,Bart Stupak,D,Michigan,,,106
2,Peter Hoekstra,R,Michigan,,,106
3,Vern Ehlers,R,Michigan,,,106
4,David Lee Camp,R,Michigan,,,106
5,James A. Barcia,D,Michigan,,,106
6,Fred Upton,R,Michigan,,,106
7,Nick Smith,R,Michigan,,,106
8,Debbie Stabenow,D,Michigan,,,106
9,Dale Kildee,D,Michigan,,,106
1,David E. Bonior,D,Michigan,,,106
1,Joe Knollenberg,R,Michigan,,,106
1,Sander Levin,D,Michigan,,,106
1,Lynn N. Rivers,D,Michigan,,,106
1,Carolyn Cheeks Kilpatrick,D,Michigan,,,106
1,John Conyers,D,Michigan,,,106
1,John Dingell,D,Michigan,,,106
1,Gil Gutknecht,R,Minnesota,,,106
2,David Minge,DFL,Minnesota,,,106
3,Jim Ramstad,R,Minnesota,,,106
4,Bruce Vento,DFL,Minnesota,,,106
5,Martin Olav Sabo,DFL,Minnesota,,,106
6,Bill Luther,DFL,Minnesota,,,106
7,Collin Peterson,DFL,Minnesota,,,106
8,James Oberstar,DFL,Minnesota,,,106
1,Roger Wicker,R,Mississippi,,,106
2,Bennie Thompson,D,Mississippi,,,106
3,Chip Pickering,R,Mississippi,,,106
4,Mike Parker,R,Mississippi,,,106
5,Gene Taylor,D,Mississippi,,,106
1,Bill Clay,D,Missouri,,,106
2,Jim Talent,R,Missouri,,,106
3,Dick Gephardt,D,Missouri,,,106
4,Ike Skelton,D,Missouri,,,106
5,Karen McCarthy,D,Missouri,,,106
6,Pat Danner,D,Missouri,,,106
7,Roy Blunt,R,Missouri,,,106
J,Ann Emerson,R,Missouri,,,106
9,Kenny Hulshof,R,Missouri,,,106
A,Rick Hill,R,Montana,,,106
1,Doug Bereuter,R,Nebraska,,,106
2,Jon L. Christensen,R,Nebraska,,,106
3,Bill Barrett,R,Nebraska,,,106
1,John Ensign,R,Nevada,,,106
2,Jim Gibbons,R,Nevada,,,106
1,John E. Sununu,R,New Hampshire,,,106
2,Charlie Bass,R,New Hampshire,,,106
1,Rob Andrews,D,New Jersey,,,106
2,Frank LoBiondo,R,New Jersey,,,106
3,H. James Saxton,R,New Jersey,,,106
4,Chris Smith,R,New Jersey,,,106
5,Marge Roukema,R,New Jersey,,,106
6,Frank Pallone,D,New Jersey,,,106
7,Bob Franks,R,New Jersey,,,106
8,"Bill Pascrell, Jr.",D,New Jersey,,,106
9,Steve Rothman,D,New Jersey,,,106
1,Donald M. Payne,D,New Jersey,,,106
1,Rodney Frelinghuysen,R,New Jersey,,,106
1,Michael J. Pappas,R,New Jersey,,,106
1,Bob Menendez,D,New Jersey,,,106
1,Steven H. Schiff,R,New Mexico,1998-03-25 00:00:00,,106
1,Heather Wilson,R,New Mexico,,1998-06-25 00:00:00,106
2,Joe Skeen,R,New Mexico,,,106
3,Bill Richardson,D,New Mexico,1997-02-17 00:00:00,,106
3,Bill Redmond,R,New Mexico,,1997-05-20 00:00:00,106
1,Michael Forbes,R,New York,,,106
2,Rick Lazio,R,New York,,,106
3,Peter T. King,R,New York,,,106
4,Carolyn McCarthy,D,New York,,,106
5,Gary Ackerman,D,New York,,,106
6,Floyd Flake,D,New York,1997-11-17 00:00:00,,106
6,Gregory W. Meeks,D,New York,,1998-02-03 00:00:00,106
7,Thomas J. Manton,D,New York,,,106
8,Jerrold Nadler,D,New York,,,106
9,Charles Schumer,D,New York,,,106
1,Edolphus Towns,D,New York,,,106
1,Major Owens,D,New York,,,106
1,Nydia Velázquez,D,New York,,,106
1,Susan Molinari,R,New York,1997-08-02 00:00:00,,106
1,Vito Fossella,R,New York,,1997-11-04 00:00:00,106
1,Carolyn B. Maloney,D,New York,,,106
1,Charles Rangel,D,New York,,,106
1,José Serrano,D,New York,,,106
1,Eliot L. Engel,D,New York,,,106
1,Nita Lowey,D,New York,,,106
1,Sue W. Kelly,R,New York,,,106
2,Benjamin A. Gilman,R,New York,,,106
2,Michael R. McNulty,D,New York,,,106
2,Gerald B.H. Solomon,R,New York,,,106
2,Sherwood Boehlert,R,New York,,,106
2,John M. McHugh,R,New York,,,106
2,James T. Walsh,R,New York,,,106
2,Maurice Hinchey,D,New York,,,106
2,Bill Paxon,R,New York,,,106
2,Louise McIntosh Slaughter,D,New York,,,106
2,John J. LaFalce,D,New York,,,106
3,Jack Quinn,R,New York,,,106
